filename,image_filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.wav,blues00000.png,661794,0.35008811950683594,0.088756569,0.1302279233932495,0.002826696,1784.165849538755,129774.06452515082,2002.4490601176963,85882.76131549841,3805.8396058403423,901505.4255328419,0.083044821,0.000766946,-4.53E-05,0.008172282,7.783231922076084e-06,0.005698182,123.046875,-113.5706482,2564.20752,121.57179260253906,295.9138184,-19.16814232,235.57443237304688,42.36642074584961,151.10687255859375,-6.364664078,167.93479919433594,18.623498916625977,89.18083953857422,-13.7048912,67.66049194335938,15.34315013885498,68.93257904052734,-12.27410984,82.20420074,10.976572036743164,63.38631057739258,-8.326573372,61.773094177246094,8.803791999816895,51.24412536621094,-3.6723001,41.21741485595703,5.747994899749756,40.55447769165039,-5.162881851,49.775421142578125,0.752740204,52.42090988,-1.690214634,36.524070739746094,-0.408979177,41.597103118896484,-2.303522587,55.062923431396484,1.2212907075881958,46.93603516,blues
blues.00001.wav,blues00001.png,661794,0.3409135937690735,0.094980255,0.09594781,0.002372739,1530.1766787460795,375850.07364868594,2039.0365160924302,213843.75549673408,3550.5220984084976,2977893.3881386598,0.056039809,0.001447521,0.000139581,0.005099332,-0.000177608,0.003063172,67.99958881578948,-207.5016937,7764.555176,123.99126434326172,560.2599487304688,8.955126762390137,572.8109130859375,35.877647399902344,264.5061035,2.9073197841644287,279.93292236328125,21.510465621948242,156.4770965576172,-8.560436249,200.84918212890625,23.370685577392578,142.5559539794922,-10.09966087,166.1085205078125,11.900497436523438,104.35861206054688,-5.55563879,105.17362976074219,5.376327037811279,96.19721221923828,-2.231760263,64.91429138183594,4.220139503479004,73.15253448486328,-6.01214838,52.422142028808594,0.9279977679252625,55.35640335083008,-0.73112458,60.31452941894531,0.2950729429721832,48.12059783935547,-0.283518016,51.10618973,0.5312165021896362,45.78628158569336,blues
blues.00002.wav,blues00002.png,661794,0.36363717913627625,0.085275196,0.17557041347026825,0.002745916,1552.8118647610036,156467.64336831577,1747.702311667602,76254.19225682177,3042.2602323810906,784034.4607039173,0.076291207,0.001006829,2.105575731548015e-06,0.016341973,-1.95E-05,0.007457626,161.4990234,-90.72259521,3319.044922,140.44630432128906,508.7650451660156,-29.09388924,411.7812194824219,31.68433380126953,144.09031677246094,-13.98450375,155.49375915527344,25.764741897583008,74.54840087890625,-13.66487503,106.98182678222656,11.639933586120605,106.57487487792969,-11.78364277,65.44794464111328,9.71876049,67.90885925292969,-13.13380337,57.78142547607422,5.791199207305908,64.48020935058594,-8.907628059,60.38515090942383,-1.077000499,57.71113586425781,-9.229273796,36.58098602294922,2.4516899585723877,40.59876633,-7.729092598,47.639427185058594,-1.816406965,52.38214111328125,-3.439720392,46.63965988,-2.231258392,30.57302474975586,blues
blues.00003.wav,blues00003.png,661794,0.4047847092151642,0.093999036,0.14109300076961517,0.006346346,1070.1066149971282,184355.94241695415,1596.4128721770246,166441.49476892402,2184.7457991951856,1493194.3602957157,0.033308863,0.000422759,4.5836441131541505e-07,0.019054487347602844,-1.45E-05,0.002712198,63.02400914634146,-199.5442047,5507.51709,150.0908966064453,456.5054016113281,5.662678241729736,257.1611633300781,26.859079360961914,158.26730346679688,1.7713992595672607,268.0343933105469,14.234030723571777,126.79412841796875,-4.832006454,155.91207885742188,9.286494255065918,81.27374267578125,-0.759186447,92.11408996582031,8.137606620788574,71.31407928466797,-3.200653315,110.23668670654297,6.079319000244141,48.25199890136719,-2.480173826,56.799400329589844,-1.079305053,62.28990173339844,-2.870788574,51.65159225463867,0.7808738350868225,44.42775344848633,-3.319596529,50.20667266845703,0.6369650363922119,37.319129943847656,-0.619121194,37.25973892211914,-3.407448292,31.949338912963867,blues
blues.00004.wav,blues00004.png,661794,0.30852603912353516,0.087840982,0.091528714,0.002303398,1835.0042655120715,343399.9392740412,1748.1721158264984,88445.20903590052,3579.757626703886,1572977.8318808712,0.10146053871809745,0.001954125,-1.76E-05,0.004814,-1.01E-05,0.003093899,135.99917763157896,-160.3377075,5195.291992,126.21963500976562,853.7847290039062,-35.58781052,333.7929382324219,22.14807129,193.4561004638672,-32.47859955,336.2768249511719,10.852293968200684,134.83157348632812,-23.35232925,93.25709533691406,0.49843376874923706,124.67212677001953,-11.793437,130.07334899902344,1.2072558403015137,99.67557525634766,-13.08841801,80.25406646728516,-2.813867331,86.43062591552734,-6.933385372,89.55544281,-7.552725315,70.94333649,-9.164666176,75.79340362548828,-4.520575523,86.09923553466797,-5.454033852,75.26970672607422,-0.916874111,53.61391830444336,-4.404827118,62.91081237792969,-11.70323372,55.195159912109375,blues
blues.00005.wav,blues00005.png,661794,0.3024562895298004,0.087532379,0.10349363833665848,0.003980508,1831.993939606849,1030482.3696398635,1729.6532869429993,201910.50863315485,3481.5175917198376,3274439.958151877,0.094041534,0.006233196,1.9614176949289686e-07,0.008082612,-2.65E-05,0.003242044,69.83741554054055,-177.7742462,7307.416992,118.20548248291016,3195.212891,-17.56587982,654.3738403320312,30.76239776611328,485.7464599609375,-21.74784088,433.4100036621094,11.920994758605957,266.39154052734375,-20.73099518,169.74172973632812,3.186577796936035,133.73684692382812,-8.586038589,172.22938537597656,-0.932851493,100.12606811523438,-11.77243423,76.54654693603516,-2.405832529,78.70781707763672,-9.343665123,80.29009246826172,-9.936209679,47.55205154418945,-3.903994799,60.071102142333984,-5.576589108,72.54922485351562,-1.838262796,68.70202637,-2.783799887,42.447452545166016,-3.047909021,39.80878448486328,-8.109991074,46.311004638671875,blues
blues.00006.wav,blues00006.png,661794,0.29132798314094543,0.093981326,0.14187414944171906,0.008803189,1459.366471695765,437859.3980511428,1389.009131,185023.23954542525,2795.610963330191,1621442.0252432257,0.073052237,0.001909171,-9.67E-06,0.016923327,-2.24E-05,0.005953942,71.77734375,-190.0523682,9656.535156,130.28907775878906,1932.7957763671875,-36.36953354,1307.4881591796875,33.02903366088867,480.3520508,11.108782768249512,1083.6485595703125,-0.605583489,280.77813720703125,-20.87185478,152.26304626464844,0.2730247676372528,102.91593933105469,-6.486139297,130.9452362060547,-5.516766548,153.45065307617188,-7.83975172,87.44084167480469,-3.128592491,64.22565460205078,-6.596197128,79.12597656,-9.950378418,63.19026565551758,-6.535177231,86.37913513183594,-10.06805134,83.24824523925781,-10.91317558,56.90215301513672,-6.971335888,38.23180008,-3.436504602,48.235740661621094,-6.483465672,70.17036437988281,blues
blues.00007.wav,blues00007.png,661794,0.3079547882080078,0.092902876,0.13182218372821808,0.005531143,1451.6670658428209,449568.1625,1577.2709414206283,168211.93880422297,2954.836759987674,1629129.9716715873,0.061442246108855375,0.001848816,1.9416685972828418e-05,0.013223032467067242,-4.81E-05,0.004838658,92.28515625,-179.3471375,6573.921875,136.46900939941406,1479.2493896484375,-26.67313766,591.6319580078125,39.98424149,352.54644775390625,5.304416656494141,650.2316284179688,10.928611755371094,136.3041534423828,-20.56482697,163.7718048095703,8.511157035827637,151.29498291015625,-11.35724926,171.9431610107422,-3.468345881,178.18507385253906,-8.419937134,147.50784301757812,-6.949715614,83.71830749511719,-3.539139509,93.32140350341797,-8.041617393,57.49008560180664,-8.96067524,82.21691131591797,-8.426082611,70.43843841552734,-10.56893539,52.09089279174805,-10.78451538,60.46133041381836,-4.690677643,65.54751586914062,-8.630722046,56.40143585205078,blues
blues.00008.wav,blues00008.png,661794,0.40887922048568726,0.086512476,0.14241649210453033,0.001507156,1719.3689480431458,163282.8454389629,2031.7403810025385,105542.71819310635,3782.316288428074,1262916.988721475,0.064024888,0.000731482,2.26482848120213e-06,0.012702081352472305,-1.97E-05,0.003465382,83.35433467741936,-121.363945,2622.194824,122.50666809082031,414.5058898925781,-14.73819637,341.2171325683594,46.131065368652344,193.62127685546875,-8.181879044,177.16403198242188,20.18296241760254,107.01757049560547,-19.17337799,57.664520263671875,23.039138793945312,77.06928253173828,-11.83822346,42.604530334472656,21.159997940063477,58.66766357421875,-6.718366146,48.94551086425781,6.9925408363342285,56.430885314941406,-12.73059559,61.984580993652344,5.061324119567871,50.532127380371094,-5.183214664,32.967132568359375,-1.452559471,50.563751220703125,-7.041823864,28.894933700561523,2.6952478885650635,36.88956832885742,3.4123053550720215,33.69859695,-2.715692043,36.41843032836914,blues
blues.00009.wav,blues00009.png,661794,0.27395039796829224,0.092315964,0.081313662,0.004346865,1817.150863125721,298236.1412223163,1973.7733063015253,114070.11259083843,3943.490565182715,1367638.2345263455,0.079174824,0.001377659,-1.66E-06,0.007221407,-2.33E-05,0.001676929,80.74951172,-213.2399902,6133.72168,115.16560363769531,798.2787475585938,-11.6934309,668.9616699,39.01427078,350.7083740234375,-20.34127808,531.9755249023438,13.077605247497559,278.8181457519531,-9.173518181,126.72614288330078,9.011446952819824,68.01216888427734,-14.10063362,110.07489013671875,4.265942096710205,92.64541625976562,-6.04616785,84.93377685546875,3.7822065353393555,104.44965362548828,0.22179949283599854,76.33885955810547,-5.109399319,85.39025879,-0.410230458,103.9884262084961,-1.179920077,59.31460189819336,-1.916804314,58.41843795776367,-2.292660713,83.20523071289062,2.881967067718506,77.08222198486328,-4.235202789,91.46881103515625,blues
